,geography,cause_of_death,gender,age_desc,age_code,measure,time_format,unit,time,obs_value,age_type
891,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2013,0,child
892,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2014,0,child
893,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2015,0,child
894,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2016,0,child
895,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2017,0,child
896,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2018,0,child
897,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2019,0,child
898,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2020,0,child
899,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2021,0,child
900,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2022,0,child
901,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2023,0,child
902,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2013,0,child
903,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2014,0,child
904,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2015,0,child
905,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2016,0,child
906,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2017,0,child
907,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2018,0,child
908,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2019,0,child
909,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2020,0,child
910,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2021,0,child
911,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2022,0,child
912,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2023,0,child
913,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2013,0,child
914,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2014,0,child
915,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2015,0,child
916,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2016,0,child
917,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2017,0,child
918,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2018,0,child
919,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2019,0,child
920,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2020,0,child
921,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2021,0,child
922,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2022,0,child
923,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2023,0,child
924,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2013,0,child
925,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2014,0,child
926,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2015,0,child
927,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2016,0,child
928,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2017,0,child
929,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2018,0,child
930,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2019,0,child
931,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2020,0,child
932,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2021,0,child
933,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2022,0,child
934,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2023,0,child
935,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2013,0,adult
936,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2014,0,adult
937,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2015,0,adult
938,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2016,0,adult
939,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2017,0,adult
940,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2018,0,adult
941,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2019,0,adult
942,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2020,0,adult
943,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2021,0,adult
944,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2022,0,adult
945,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2023,0,adult
946,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2013,0,adult
947,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2014,0,adult
948,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2015,0,adult
949,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2016,0,adult
950,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2017,0,adult
951,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2018,0,adult
952,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2019,0,adult
953,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2020,0,adult
954,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2021,0,adult
955,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2022,0,adult
956,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2023,0,adult
957,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2013,0,adult
958,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2014,0,adult
959,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2015,0,adult
960,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2016,0,adult
961,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2017,0,adult
962,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2018,0,adult
963,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2019,0,adult
964,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2020,0,adult
965,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2021,0,adult
966,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2022,0,adult
967,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2023,0,adult
968,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2013,0,adult
969,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2014,0,adult
970,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2015,0,adult
971,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2016,0,adult
972,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2017,0,adult
973,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2018,0,adult
974,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2019,0,adult
975,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2020,0,adult
976,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2021,0,adult
977,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2022,0,adult
978,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2023,0,adult
979,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2013,0,adult
980,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2014,0,adult
981,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2015,0,adult
982,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2016,0,adult
983,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2017,0,adult
984,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2018,0,adult
985,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2019,0,adult
986,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2020,0,adult
987,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2021,0,adult
988,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2022,0,adult
989,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2023,0,adult
990,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2013,0,adult
991,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2014,0,adult
992,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2015,0,adult
993,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2016,0,adult
994,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2017,0,adult
995,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2018,0,adult
996,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2019,0,adult
997,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2020,0,adult
998,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2021,0,adult
999,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2022,0,adult
1000,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2023,0,adult
1001,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2013,0,adult
1002,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2014,0,adult
1003,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2015,0,adult
1004,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2016,0,adult
1005,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2017,0,adult
1006,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2018,0,adult
1007,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2019,0,adult
1008,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2020,0,adult
1009,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2021,0,adult
1010,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2022,0,adult
1011,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 50-54,12,Deaths,Annual,Persons,2023,0,adult
1012,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2013,0,adult
1013,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2014,0,adult
1014,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2015,0,adult
1015,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2016,0,adult
1016,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2017,0,adult
1017,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2018,0,adult
1018,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2019,0,adult
1019,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2020,0,adult
1020,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2021,0,adult
1021,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2022,0,adult
1022,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 55-59,13,Deaths,Annual,Persons,2023,0,adult
1023,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2013,0,adult
1024,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2014,0,adult
1025,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2015,0,adult
1026,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2016,0,adult
1027,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2017,0,adult
1028,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2018,0,adult
1029,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2019,0,adult
1030,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2020,0,adult
1031,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2021,0,adult
1032,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2022,0,adult
1033,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 60-64,14,Deaths,Annual,Persons,2023,1,adult
1034,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2013,0,adult
1035,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2014,0,adult
1036,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2015,0,adult
1037,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2016,0,adult
1038,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2017,0,adult
1039,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2018,0,adult
1040,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2019,0,adult
1041,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2020,0,adult
1042,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2021,0,adult
1043,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2022,0,adult
1044,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 65-69,15,Deaths,Annual,Persons,2023,0,adult
1045,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2013,0,adult
1046,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2014,0,adult
1047,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2015,0,adult
1048,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2016,0,adult
1049,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2017,0,adult
1050,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2018,0,adult
1051,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2019,0,adult
1052,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2020,0,adult
1053,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2021,0,adult
1054,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2022,0,adult
1055,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 70-74,16,Deaths,Annual,Persons,2023,0,adult
1056,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2013,0,adult
1057,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2014,0,adult
1058,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2015,0,adult
1059,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2016,0,adult
1060,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2017,0,adult
1061,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2018,0,adult
1062,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2019,0,adult
1063,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2020,0,adult
1064,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2021,0,adult
1065,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2022,0,adult
1066,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 75-79,17,Deaths,Annual,Persons,2023,0,adult
1067,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2013,0,adult
1068,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2014,0,adult
1069,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2015,0,adult
1070,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2016,0,adult
1071,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2017,0,adult
1072,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2018,0,adult
1073,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2019,0,adult
1074,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2020,0,adult
1075,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2021,0,adult
1076,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2022,0,adult
1077,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 80-84,18,Deaths,Annual,Persons,2023,0,adult
1078,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2013,0,adult
1079,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2014,0,adult
1080,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2015,0,adult
1081,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2016,0,adult
1082,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2017,0,adult
1083,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2018,0,adult
1084,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2019,0,adult
1085,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2020,0,adult
1086,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2021,0,adult
1087,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2022,0,adult
1088,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 85-89,19,Deaths,Annual,Persons,2023,0,adult
1089,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2013,0,adult
1090,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2014,0,adult
1091,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2015,0,adult
1092,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2016,0,adult
1093,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2017,0,adult
1094,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2018,0,adult
1095,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2019,0,adult
1096,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2020,0,adult
1097,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2021,0,adult
1098,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2022,0,adult
1099,Yorkshire and The Humber,W54 Bitten or struck by dog,Male,Aged 90 and over,20,Deaths,Annual,Persons,2023,0,adult
1100,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2013,0,child
1101,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2014,0,child
1102,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2015,0,child
1103,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2016,0,child
1104,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2017,0,child
1105,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2018,0,child
1106,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2019,0,child
1107,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2020,0,child
1108,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2021,0,child
1109,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2022,0,child
1110,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged under 1,1,Deaths,Annual,Persons,2023,0,child
1111,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged 1 to 4,2,Deaths,Annual,Persons,2013,0,child
1112,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged 1 to 4,2,Deaths,Annual,Persons,2014,0,child
1113,Yorkshire and The Humber,W54 Bitten or struck by dog,Female,Aged 1 to 4,2,Deaths,Annual,Persons,2015,0,child
